migrating_file,caller_file,import_statement,update_required
backend/app/hoc/cus/incidents/L5_engines/failure_mode_handler.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.policies.L5_engines.failure_mode_handler import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L5_engines/run_governance_facade.py,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/activity/L5_engines/run_governance_facade.py,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/general/L4_runtime/facades/run_governance_facade.py,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/incidents/L5_engines/incident_engine.py,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/policy_layer.py,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/lessons_engine.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/policy.py,from hoc.cus.policies.L5_engines.lessons_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/mapper.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L5_engines.mapper import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/panel_invariant_monitor.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.panel_invariant_monitor import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/panel_verification_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.panel_verification_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/pdf_renderer.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L5_engines.pdf_renderer import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/pdf_renderer.py,/root/agenticverz2.0/backend/app/hoc/api/cus/incidents/incidents.py,from hoc.cus.logs.L5_engines.pdf_renderer import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/recovery_evaluation_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.policies.L5_engines.recovery_evaluation_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/recovery_evaluation_engine.py,/root/agenticverz2.0/backend/app/hoc/int/incidents/engines/recovery_evaluator.py,from hoc.cus.policies.L5_engines.recovery_evaluation_engine import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/runtime_switch.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.runtime_switch import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/runtime_switch.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L5_engines/governance_facade.py,from hoc.cus.general.L5_engines.runtime_switch import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/runtime_switch.py,/root/agenticverz2.0/backend/app/hoc/int/platform/engines/kill_switch_guard.py,from hoc.cus.general.L5_engines.runtime_switch import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/runtime_switch.py,/root/agenticverz2.0/backend/app/hoc/int/policies/drivers/boot_guard.py,from hoc.cus.general.L5_engines.runtime_switch import ...,REPOINTED
backend/app/hoc/cus/incidents/L5_engines/runtime_switch.py,/root/agenticverz2.0/backend/app/hoc/int/general/drivers/step_enforcement.py,from hoc.cus.general.L5_engines.runtime_switch import ...,REPOINTED
backend/app/hoc/cus/incidents/L6_drivers/scoped_execution.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L6_drivers.scoped_execution import ...,REPOINTED
backend/app/hoc/cus/incidents/L6_drivers/scoped_execution.py,/root/agenticverz2.0/backend/app/hoc/api/cus/recovery/recovery.py,from hoc.cus.controls.L6_drivers.scoped_execution import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/alert_fatigue.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_engines.alert_fatigue import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/audit_durability.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.audit_durability import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/monitors_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.integrations.L5_engines.monitors_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/notifications_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.integrations.L5_engines.notifications_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/alerts_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_engines.alerts_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/connectors_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.integrations.L5_engines.connectors_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/connectors_facade.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/connectors.py,from hoc.cus.integrations.L5_engines.connectors_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/connectors_facade.py,/root/agenticverz2.0/backend/docs/architecture/hoc/SWEEP_03_LEGACY_MODULE_MIGRATION.md,from hoc.cus.integrations.L5_engines.connectors_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/controls_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_engines.controls_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/controls_facade.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/controls.py,from hoc.cus.controls.L5_engines.controls_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/datasources_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.integrations.L5_engines.datasources_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/datasources_facade.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/datasources.py,from hoc.cus.integrations.L5_engines.datasources_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/datasources_facade.py,/root/agenticverz2.0/backend/docs/architecture/hoc/SWEEP_03_LEGACY_MODULE_MIGRATION.md,from hoc.cus.integrations.L5_engines.datasources_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/detection_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.analytics.L5_engines.detection_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/detection_facade.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/detection.py,from hoc.cus.analytics.L5_engines.detection_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/detection_facade.py,/root/agenticverz2.0/backend/docs/architecture/hoc/SWEEP_03_LEGACY_MODULE_MIGRATION.md,from hoc.cus.analytics.L5_engines.detection_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/durability.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.durability import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/lifecycle_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.lifecycle.lifecycle_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/retrieval_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.retrieval_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/retrieval_mediator.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.retrieval_mediator import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/panel_slot_evaluator.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.panel_slot_evaluator import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/scheduler_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.scheduler_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/scheduler_facade.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/scheduler.py,from hoc.cus.general.L5_engines.scheduler_facade import ...,REPOINTED
backend/app/hoc/cus/logs/L5_engines/service.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.integrations.L5_engines.service import ...,REPOINTED
backend/app/hoc/cus/policies/L5_controls/drivers/killswitch_read_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_controls.drivers.killswitch_read_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L5_controls/drivers/runtime_switch.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_controls.drivers.runtime_switch import ...,REPOINTED
backend/app/hoc/cus/policies/L5_controls/engines/degraded_mode_checker.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_controls.engines.degraded_mode_checker import ...,REPOINTED
backend/app/hoc/cus/policies/L5_controls/engines/customer_killswitch_read_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_controls.engines.customer_killswitch_read_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_controls/engines/customer_killswitch_read_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/controls/L3_adapters/customer_killswitch_adapter.py,from hoc.cus.controls.L5_controls.engines.customer_killswitch_read_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/retry.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_schemas.retry import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/overrides.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_schemas.overrides import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/overrides.py,/root/agenticverz2.0/backend/app/hoc/cus/controls/L6_drivers/override_driver.py,from hoc.cus.controls.L5_schemas.overrides import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/simulation.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_schemas.simulation import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/simulation.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/simulate.py,from hoc.cus.controls.L5_schemas.simulation import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/simulation.py,/root/agenticverz2.0/backend/app/hoc/int/platform/engines/evaluator.py,from hoc.cus.controls.L5_schemas.simulation import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/policy_limits.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_schemas.policy_limits import ...,REPOINTED
backend/app/hoc/cus/policies/L5_schemas/policy_limits.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L5_engines/policy_limits_engine.py,from hoc.cus.controls.L5_schemas.policy_limits import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/alert_emitter.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L6_drivers.alert_emitter import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/override_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L6_drivers.override_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/override_driver.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/override.py,from hoc.cus.controls.L6_drivers.override_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/budget_enforcement_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L6_drivers.budget_enforcement_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/budget_enforcement_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/controls/L5_engines/budget_enforcement_engine.py,from hoc.cus.controls.L6_drivers.budget_enforcement_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/capture.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L6_drivers.capture import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/cross_domain.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L6_drivers.cross_domain import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/cross_domain.py,/root/agenticverz2.0/backend/app/hoc/cus/general/L4_runtime/engines/__init__.py,from hoc.cus.general.L6_drivers.cross_domain import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/cross_domain.py,/root/agenticverz2.0/backend/docs/architecture/hoc/SWEEP_03_LEGACY_MODULE_MIGRATION.md,from hoc.cus.general.L6_drivers.cross_domain import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/dag_executor.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L6_drivers.dag_executor import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/governance_signal_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L6_drivers.governance_signal_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/keys_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.apis.L6_drivers.keys_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/keys_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L5_engines/keys_shim.py,from hoc.cus.apis.L6_drivers.keys_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/limits_read_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L6_drivers.limits_read_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/limits_read_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L6_drivers/__init__.py,from hoc.cus.controls.L6_drivers.limits_read_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/limits_read_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L5_engines/policies_limits_query_engine.py,from hoc.cus.controls.L6_drivers.limits_read_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/llm_threshold_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L6_drivers.llm_threshold_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/orphan_recovery.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.activity.L6_drivers.orphan_recovery import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/policy_limits_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L6_drivers.policy_limits_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L6_drivers/policy_limits_driver.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L5_engines/policy_limits_engine.py,from hoc.cus.controls.L6_drivers.policy_limits_driver import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/audit_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L5_engines.audit_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/audit_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/general/L4_runtime/engines/__init__.py,from hoc.cus.logs.L5_engines.audit_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/audit_evidence.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L5_engines.audit_evidence import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/billing_provider.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.account.L5_engines.billing_provider import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/budget_enforcement_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_engines.budget_enforcement_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/certificate.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L5_engines.certificate import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/certificate.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/guard.py,from hoc.cus.logs.L5_engines.certificate import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/certificate.py,/root/agenticverz2.0/backend/docs/architecture/hoc/SWEEP_03_LEGACY_MODULE_MIGRATION.md,from hoc.cus.logs.L5_engines.certificate import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/constraint_checker.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.constraint_checker import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/policies/L3_adapters/founder_contract_review_adapter.py,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/general/L4_runtime/engines/__init__.py,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/cus/general/L4_runtime/engines/governance_orchestrator.py,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/api/fdr/agent/founder_contract_review.py,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/fdr/ops/facades/founder_review_adapter.py,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/contract_engine.py,/root/agenticverz2.0/backend/app/hoc/fdr/ops/engines/founder_review.py,from hoc.cus.general.L5_engines.contract_engine import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/control_registry.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.logs.L5_engines.control_registry import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/controls_facade.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_engines.controls_facade import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/controls_facade.py,/root/agenticverz2.0/backend/app/hoc/api/cus/policies/controls.py,from hoc.cus.controls.L5_engines.controls_facade import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/dag_sorter.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.general.L5_engines.dag_sorter import ...,REPOINTED
backend/app/hoc/cus/policies/L5_engines/decisions.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L5_engines.decisions import ...,REPOINTED
backend/app/hoc/cus/integrations/L3_adapters/customer_killswitch_adapter.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.controls.L3_adapters.customer_killswitch_adapter import ...,REPOINTED
backend/app/hoc/cus/integrations/L3_adapters/founder_contract_review_adapter.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.policies.L3_adapters.founder_contract_review_adapter import ...,REPOINTED
backend/app/hoc/cus/integrations/L3_adapters/policy_adapter.py,/root/agenticverz2.0/backend/app/hoc/cus/_domain_map/MIGRATION_MANIFEST.csv,from hoc.cus.policies.L3_adapters.policy_adapter import ...,REPOINTED
