dup_id,dup_type,domain_a,file_a,location_a,domain_b,file_b,location_b,similarity_pct,detail,recommendation
D509,FUNCTION,controls,L6_drivers/override_driver.py,utc_now():54-56,policies,L5_engines/policy_rules_engine.py,utc_now():79-81,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D510,FUNCTION,general,L5_controls/drivers/guard_write_driver.py,utc_now():64-66,general,L5_utils/time.py,utc_now():23-25,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D511,FUNCTION,general,L5_controls/drivers/guard_write_driver.py,utc_now():64-66,incidents,L6_drivers/guard_write_driver.py,utc_now():66-68,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_INCIDENTS
D512,FUNCTION,general,L5_utils/time.py,utc_now():23-25,incidents,L6_drivers/guard_write_driver.py,utc_now():66-68,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_INCIDENTS
D513,FUNCTION,general,L6_drivers/cross_domain.py,utc_now():62-64,general,L5_engines/knowledge_lifecycle_manager.py,utc_now():73-75,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D514,FUNCTION,general,L6_drivers/cross_domain.py,utc_now():62-64,incidents,L5_engines/incident_engine.py,utc_now():93-95,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_INCIDENTS
D515,FUNCTION,general,L6_drivers/cross_domain.py,utc_now():62-64,logs,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_LOGS
D516,FUNCTION,general,L6_drivers/cross_domain.py,utc_now():62-64,policies,L5_engines/lessons_engine.py,utc_now():85-87,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D517,FUNCTION,general,L6_drivers/cross_domain.py,utc_now():62-64,policies,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D518,FUNCTION,general,L5_engines/knowledge_lifecycle_manager.py,utc_now():73-75,incidents,L5_engines/incident_engine.py,utc_now():93-95,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_INCIDENTS
D519,FUNCTION,general,L5_engines/knowledge_lifecycle_manager.py,utc_now():73-75,logs,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_LOGS
D520,FUNCTION,general,L5_engines/knowledge_lifecycle_manager.py,utc_now():73-75,policies,L5_engines/lessons_engine.py,utc_now():85-87,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D521,FUNCTION,general,L5_engines/knowledge_lifecycle_manager.py,utc_now():73-75,policies,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D522,FUNCTION,incidents,L5_engines/incident_engine.py,utc_now():93-95,logs,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D523,FUNCTION,incidents,L5_engines/incident_engine.py,utc_now():93-95,policies,L5_engines/lessons_engine.py,utc_now():85-87,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D524,FUNCTION,incidents,L5_engines/incident_engine.py,utc_now():93-95,policies,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D525,FUNCTION,logs,L5_engines/mapper.py,utc_now():43-45,policies,L5_engines/lessons_engine.py,utc_now():85-87,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D526,FUNCTION,logs,L5_engines/mapper.py,utc_now():43-45,policies,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D527,FUNCTION,policies,L5_engines/lessons_engine.py,utc_now():85-87,policies,L5_engines/mapper.py,utc_now():43-45,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D528,FUNCTION,policies,L5_engines/policy_limits_engine.py,utc_now():78-80,policies,L5_engines/policy_rules_engine.py,utc_now():79-81,100.0,"Function 'utc_now' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D529,FUNCTION,account,L5_engines/email_verification.py,get_email_verification_service():297-302,api_keys,L5_engines/email_verification.py,get_email_verification_service():293-298,100.0,"Function 'get_email_verification_service' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D530,FUNCTION,account,L5_engines/notifications_facade.py,get_notifications_facade():467-480,integrations,L5_engines/notifications_facade.py,get_notifications_facade():463-476,100.0,"Function 'get_notifications_facade' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D531,FUNCTION,account,L5_engines/profile.py,_get_bool_env():246-251,policies,L5_engines/profile.py,_get_bool_env():246-251,100.0,"Function '_get_bool_env' (2 params), 100.0% body match",EXTRACT_TO_GENERAL
D532,FUNCTION,account,L5_engines/profile.py,get_governance_profile():254-273,policies,L5_engines/profile.py,get_governance_profile():254-273,100.0,"Function 'get_governance_profile' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D533,FUNCTION,account,L5_engines/profile.py,load_governance_config():276-323,policies,L5_engines/profile.py,load_governance_config():276-323,100.0,"Function 'load_governance_config' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D534,FUNCTION,account,L5_engines/profile.py,validate_governance_config():326-401,policies,L5_engines/profile.py,validate_governance_config():326-401,100.0,"Function 'validate_governance_config' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D535,FUNCTION,account,L5_engines/profile.py,get_governance_config():411-424,policies,L5_engines/profile.py,get_governance_config():411-424,100.0,"Function 'get_governance_config' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D536,FUNCTION,account,L5_engines/profile.py,reset_governance_config():427-430,policies,L5_engines/profile.py,reset_governance_config():427-430,100.0,"Function 'reset_governance_config' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D537,FUNCTION,account,L5_engines/profile.py,validate_governance_at_startup():438-459,policies,L5_engines/profile.py,validate_governance_at_startup():438-459,100.0,"Function 'validate_governance_at_startup' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D538,FUNCTION,activity,L5_engines/run_governance_facade.py,get_run_governance_facade():325-338,general,L4_runtime/facades/run_governance_facade.py,get_run_governance_facade():322-335,100.0,"Function 'get_run_governance_facade' (0 params), 100.0% body match",DELETE_FROM_ACTIVITY
D539,FUNCTION,activity,L5_engines/run_governance_facade.py,get_run_governance_facade():325-338,policies,L5_engines/run_governance_facade.py,get_run_governance_facade():317-330,100.0,"Function 'get_run_governance_facade' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D540,FUNCTION,general,L4_runtime/facades/run_governance_facade.py,get_run_governance_facade():322-335,policies,L5_engines/run_governance_facade.py,get_run_governance_facade():317-330,100.0,"Function 'get_run_governance_facade' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D541,FUNCTION,activity,L5_engines/threshold_engine.py,create_threshold_signal_record():638-678,controls,L6_drivers/llm_threshold_driver.py,create_threshold_signal_record():630-670,100.0,"Function 'create_threshold_signal_record' (5 params), 100.0% body match",EXTRACT_TO_GENERAL
D542,FUNCTION,activity,L5_engines/threshold_engine.py,collect_signals_from_evaluation():681-708,controls,L6_drivers/llm_threshold_driver.py,collect_signals_from_evaluation():673-700,100.0,"Function 'collect_signals_from_evaluation' (3 params), 100.0% body match",EXTRACT_TO_GENERAL
D543,FUNCTION,controls,L6_drivers/llm_threshold_driver.py,emit_threshold_signal_sync():708-763,controls,L6_drivers/threshold_driver.py,emit_threshold_signal_sync():256-324,81.6,"Function 'emit_threshold_signal_sync' (6 params), 81.6% body match",REVIEW_MERGE
D544,FUNCTION,controls,L6_drivers/llm_threshold_driver.py,emit_and_persist_threshold_signal():771-822,controls,L6_drivers/threshold_driver.py,emit_and_persist_threshold_signal():327-380,94.3,"Function 'emit_and_persist_threshold_signal' (6 params), 94.3% body match",REVIEW_MERGE
D545,FUNCTION,controls,L6_drivers/override_driver.py,generate_uuid():59-61,general,L6_drivers/cross_domain.py,generate_uuid():67-69,100.0,"Function 'generate_uuid' (0 params), 100.0% body match",DELETE_FROM_CONTROLS
D546,FUNCTION,controls,L6_drivers/override_driver.py,generate_uuid():59-61,policies,L5_engines/policy_limits_engine.py,generate_uuid():83-85,100.0,"Function 'generate_uuid' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D547,FUNCTION,controls,L6_drivers/override_driver.py,generate_uuid():59-61,policies,L5_engines/policy_rules_engine.py,generate_uuid():84-86,100.0,"Function 'generate_uuid' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D548,FUNCTION,general,L6_drivers/cross_domain.py,generate_uuid():67-69,policies,L5_engines/policy_limits_engine.py,generate_uuid():83-85,100.0,"Function 'generate_uuid' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D549,FUNCTION,general,L6_drivers/cross_domain.py,generate_uuid():67-69,policies,L5_engines/policy_rules_engine.py,generate_uuid():84-86,100.0,"Function 'generate_uuid' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D550,FUNCTION,policies,L5_engines/policy_limits_engine.py,generate_uuid():83-85,policies,L5_engines/policy_rules_engine.py,generate_uuid():84-86,100.0,"Function 'generate_uuid' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D551,FUNCTION,controls,L5_engines/alerts_facade.py,get_alerts_facade():663-676,general,L5_engines/alerts_facade.py,get_alerts_facade():666-679,100.0,"Function 'get_alerts_facade' (0 params), 100.0% body match",DELETE_FROM_CONTROLS
D552,FUNCTION,general,L5_controls/drivers/runtime_switch.py,is_governance_active():82-90,general,L5_engines/runtime_switch.py,is_governance_active():78-86,100.0,"Function 'is_governance_active' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D553,FUNCTION,general,L5_controls/drivers/runtime_switch.py,is_degraded_mode():93-106,general,L5_engines/runtime_switch.py,is_degraded_mode():89-102,100.0,"Function 'is_degraded_mode' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D554,FUNCTION,general,L5_controls/drivers/runtime_switch.py,disable_governance_runtime():109-138,general,L5_engines/runtime_switch.py,disable_governance_runtime():105-134,93.3,"Function 'disable_governance_runtime' (2 params), 93.3% body match",DELETE_FROM_GENERAL
D555,FUNCTION,general,L5_controls/drivers/runtime_switch.py,enable_governance_runtime():141-164,general,L5_engines/runtime_switch.py,enable_governance_runtime():137-160,91.7,"Function 'enable_governance_runtime' (1 params), 91.7% body match",DELETE_FROM_GENERAL
D556,FUNCTION,general,L5_controls/drivers/runtime_switch.py,enter_degraded_mode():167-197,general,L5_engines/runtime_switch.py,enter_degraded_mode():163-193,93.5,"Function 'enter_degraded_mode' (2 params), 93.5% body match",DELETE_FROM_GENERAL
D557,FUNCTION,general,L5_controls/drivers/runtime_switch.py,exit_degraded_mode():200-223,general,L5_engines/runtime_switch.py,exit_degraded_mode():196-219,91.7,"Function 'exit_degraded_mode' (1 params), 91.7% body match",DELETE_FROM_GENERAL
D558,FUNCTION,general,L5_controls/drivers/runtime_switch.py,get_governance_state():226-240,general,L5_engines/runtime_switch.py,get_governance_state():222-236,100.0,"Function 'get_governance_state' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D559,FUNCTION,general,L5_controls/drivers/runtime_switch.py,reset_governance_state():243-254,general,L5_engines/runtime_switch.py,reset_governance_state():239-250,100.0,"Function 'reset_governance_state' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D560,FUNCTION,general,L5_controls/drivers/runtime_switch.py,_emit_governance_event():257-279,general,L5_engines/runtime_switch.py,_emit_governance_event():253-275,95.7,"Function '_emit_governance_event' (3 params), 95.7% body match",DELETE_FROM_GENERAL
D561,FUNCTION,general,L5_controls/engines/degraded_mode_checker.py,check_degraded_mode():605-618,general,L5_engines/degraded_mode_checker.py,check_degraded_mode():612-625,100.0,"Function 'check_degraded_mode' (1 params), 100.0% body match",DELETE_FROM_GENERAL
D562,FUNCTION,general,L5_controls/engines/degraded_mode_checker.py,ensure_not_degraded():621-636,general,L5_engines/degraded_mode_checker.py,ensure_not_degraded():628-643,100.0,"Function 'ensure_not_degraded' (2 params), 100.0% body match",DELETE_FROM_GENERAL
D563,FUNCTION,general,L5_controls/engines/degraded_mode_checker.py,enter_degraded_with_incident():639-667,general,L5_engines/degraded_mode_checker.py,enter_degraded_with_incident():646-674,100.0,"Function 'enter_degraded_with_incident' (5 params), 100.0% body match",DELETE_FROM_GENERAL
D564,FUNCTION,general,L5_controls/engines/degraded_mode_checker.py,_reset_degraded_mode_state():671-675,general,L5_engines/degraded_mode_checker.py,_reset_degraded_mode_state():678-682,100.0,"Function '_reset_degraded_mode_state' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D565,FUNCTION,general,L5_ui/engines/rollout_projection.py,founder_view_to_dict():657-710,policies,L5_engines/rollout_projection.py,founder_view_to_dict():649-702,100.0,"Function 'founder_view_to_dict' (1 params), 100.0% body match",DELETE_FROM_POLICIES
D566,FUNCTION,general,L5_ui/engines/rollout_projection.py,completion_report_to_dict():713-724,policies,L5_engines/rollout_projection.py,completion_report_to_dict():705-716,100.0,"Function 'completion_report_to_dict' (1 params), 100.0% body match",DELETE_FROM_POLICIES
D567,FUNCTION,general,L4_runtime/engines/constraint_checker.py,check_inspection_allowed():254-280,general,L5_engines/constraint_checker.py,check_inspection_allowed():253-279,100.0,"Function 'check_inspection_allowed' (5 params), 100.0% body match",DELETE_FROM_GENERAL
D568,FUNCTION,general,L4_runtime/engines/constraint_checker.py,get_constraint_violations():283-310,general,L5_engines/constraint_checker.py,get_constraint_violations():282-309,100.0,"Function 'get_constraint_violations' (5 params), 100.0% body match",DELETE_FROM_GENERAL
D569,FUNCTION,general,L4_runtime/engines/phase_status_invariants.py,check_phase_status_invariant():324-341,policies,L5_engines/phase_status_invariants.py,check_phase_status_invariant():323-340,100.0,"Function 'check_phase_status_invariant' (3 params), 100.0% body match",DELETE_FROM_POLICIES
D570,FUNCTION,general,L4_runtime/engines/phase_status_invariants.py,ensure_phase_status_invariant():344-361,policies,L5_engines/phase_status_invariants.py,ensure_phase_status_invariant():343-360,100.0,"Function 'ensure_phase_status_invariant' (3 params), 100.0% body match",DELETE_FROM_POLICIES
D571,FUNCTION,general,L4_runtime/engines/plan_generation_engine.py,generate_plan_for_run():218-252,policies,L5_engines/plan_generation_engine.py,generate_plan_for_run():211-245,100.0,"Function 'generate_plan_for_run' (3 params), 100.0% body match",DELETE_FROM_POLICIES
D572,FUNCTION,general,L5_support/CRM/engines/job_executor.py,create_default_executor():458-476,policies,L5_engines/job_executor.py,create_default_executor():465-483,100.0,"Function 'create_default_executor' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D573,FUNCTION,general,L5_support/CRM/engines/job_executor.py,execution_result_to_evidence():484-520,policies,L5_engines/job_executor.py,execution_result_to_evidence():491-527,100.0,"Function 'execution_result_to_evidence' (1 params), 100.0% body match",DELETE_FROM_POLICIES
D574,FUNCTION,general,L5_schemas/agent.py,_utc_now():30-32,general,L5_schemas/artifact.py,_utc_now():30-32,100.0,"Function '_utc_now' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D575,FUNCTION,general,L5_schemas/agent.py,_utc_now():30-32,general,L5_schemas/plan.py,_utc_now():30-32,100.0,"Function '_utc_now' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D576,FUNCTION,general,L5_schemas/artifact.py,_utc_now():30-32,general,L5_schemas/plan.py,_utc_now():30-32,100.0,"Function '_utc_now' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D577,FUNCTION,general,L5_schemas/rac_models.py,create_run_expectations():304-354,logs,L5_schemas/audit_models.py,create_run_expectations():296-346,100.0,"Function 'create_run_expectations' (3 params), 100.0% body match",DELETE_FROM_LOGS
D578,FUNCTION,general,L5_schemas/rac_models.py,create_run_expectations():304-354,logs,L5_schemas/models.py,create_run_expectations():296-346,100.0,"Function 'create_run_expectations' (3 params), 100.0% body match",DELETE_FROM_LOGS
D579,FUNCTION,logs,L5_schemas/audit_models.py,create_run_expectations():296-346,logs,L5_schemas/models.py,create_run_expectations():296-346,100.0,"Function 'create_run_expectations' (3 params), 100.0% body match",EXTRACT_TO_GENERAL
D580,FUNCTION,general,L5_schemas/rac_models.py,create_domain_ack():357-388,logs,L5_schemas/audit_models.py,create_domain_ack():349-380,100.0,"Function 'create_domain_ack' (5 params), 100.0% body match",DELETE_FROM_LOGS
D581,FUNCTION,general,L5_schemas/rac_models.py,create_domain_ack():357-388,logs,L5_schemas/models.py,create_domain_ack():349-380,100.0,"Function 'create_domain_ack' (5 params), 100.0% body match",DELETE_FROM_LOGS
D582,FUNCTION,logs,L5_schemas/audit_models.py,create_domain_ack():349-380,logs,L5_schemas/models.py,create_domain_ack():349-380,100.0,"Function 'create_domain_ack' (5 params), 100.0% body match",EXTRACT_TO_GENERAL
D583,FUNCTION,general,L6_drivers/knowledge_plane.py,get_knowledge_plane_registry():441-446,general,L5_lifecycle/drivers/knowledge_plane.py,get_knowledge_plane_registry():440-445,100.0,"Function 'get_knowledge_plane_registry' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D584,FUNCTION,general,L6_drivers/knowledge_plane.py,_reset_registry():449-454,general,L5_lifecycle/drivers/knowledge_plane.py,_reset_registry():448-453,100.0,"Function '_reset_registry' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D585,FUNCTION,general,L6_drivers/knowledge_plane.py,_reset_registry():449-454,integrations,L5_schemas/datasource_model.py,_reset_registry():545-550,100.0,"Function '_reset_registry' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D586,FUNCTION,general,L6_drivers/knowledge_plane.py,_reset_registry():449-454,integrations,L6_drivers/connector_registry.py,_reset_registry():811-816,100.0,"Function '_reset_registry' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D587,FUNCTION,general,L5_lifecycle/drivers/knowledge_plane.py,_reset_registry():448-453,integrations,L5_schemas/datasource_model.py,_reset_registry():545-550,100.0,"Function '_reset_registry' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D588,FUNCTION,general,L5_lifecycle/drivers/knowledge_plane.py,_reset_registry():448-453,integrations,L6_drivers/connector_registry.py,_reset_registry():811-816,100.0,"Function '_reset_registry' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D589,FUNCTION,integrations,L5_schemas/datasource_model.py,_reset_registry():545-550,integrations,L6_drivers/connector_registry.py,_reset_registry():811-816,100.0,"Function '_reset_registry' (0 params), 100.0% body match",EXTRACT_TO_GENERAL
D590,FUNCTION,general,L6_drivers/knowledge_plane.py,create_knowledge_plane():458-469,general,L5_lifecycle/drivers/knowledge_plane.py,create_knowledge_plane():457-468,100.0,"Function 'create_knowledge_plane' (3 params), 100.0% body match",DELETE_FROM_GENERAL
D591,FUNCTION,general,L6_drivers/knowledge_plane.py,get_knowledge_plane():472-475,general,L5_lifecycle/drivers/knowledge_plane.py,get_knowledge_plane():471-474,100.0,"Function 'get_knowledge_plane' (1 params), 100.0% body match",DELETE_FROM_GENERAL
D592,FUNCTION,general,L6_drivers/knowledge_plane.py,list_knowledge_planes():478-483,general,L5_lifecycle/drivers/knowledge_plane.py,list_knowledge_planes():477-482,100.0,"Function 'list_knowledge_planes' (1 params), 100.0% body match",DELETE_FROM_GENERAL
D593,FUNCTION,general,L5_lifecycle/drivers/execution.py,get_ingestion_executor():1287-1294,integrations,L6_drivers/execution.py,get_ingestion_executor():1288-1295,100.0,"Function 'get_ingestion_executor' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D594,FUNCTION,general,L5_lifecycle/drivers/execution.py,get_indexing_executor():1297-1304,integrations,L6_drivers/execution.py,get_indexing_executor():1298-1305,100.0,"Function 'get_indexing_executor' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D595,FUNCTION,general,L5_lifecycle/drivers/execution.py,get_classification_executor():1307-1314,integrations,L6_drivers/execution.py,get_classification_executor():1308-1315,100.0,"Function 'get_classification_executor' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D596,FUNCTION,general,L5_lifecycle/drivers/execution.py,reset_executors():1317-1322,integrations,L6_drivers/execution.py,reset_executors():1318-1323,100.0,"Function 'reset_executors' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
D597,FUNCTION,general,L5_engines/alert_log_linker.py,get_alert_log_linker():680-685,incidents,L5_engines/alert_log_linker.py,get_alert_log_linker():679-684,100.0,"Function 'get_alert_log_linker' (0 params), 100.0% body match",DELETE_FROM_INCIDENTS
D598,FUNCTION,general,L5_engines/alert_log_linker.py,_reset_alert_log_linker():688-691,incidents,L5_engines/alert_log_linker.py,_reset_alert_log_linker():687-690,100.0,"Function '_reset_alert_log_linker' (0 params), 100.0% body match",DELETE_FROM_INCIDENTS
D599,FUNCTION,general,L5_engines/alert_log_linker.py,create_alert_log_link():697-727,incidents,L5_engines/alert_log_linker.py,create_alert_log_link():696-726,100.0,"Function 'create_alert_log_link' (5 params), 100.0% body match",DELETE_FROM_INCIDENTS
D600,FUNCTION,general,L5_engines/alert_log_linker.py,get_alerts_for_run():730-745,incidents,L5_engines/alert_log_linker.py,get_alerts_for_run():729-744,100.0,"Function 'get_alerts_for_run' (2 params), 100.0% body match",DELETE_FROM_INCIDENTS
D601,FUNCTION,general,L5_engines/alert_log_linker.py,get_logs_for_alert():748-759,incidents,L5_engines/alert_log_linker.py,get_logs_for_alert():747-758,100.0,"Function 'get_logs_for_alert' (1 params), 100.0% body match",DELETE_FROM_INCIDENTS
D602,FUNCTION,general,L5_engines/audit_durability.py,check_rac_durability():284-302,general,L5_engines/durability.py,check_rac_durability():284-302,100.0,"Function 'check_rac_durability' (2 params), 100.0% body match",DELETE_FROM_GENERAL
D603,FUNCTION,general,L5_engines/audit_durability.py,ensure_rac_durability():305-325,general,L5_engines/durability.py,ensure_rac_durability():305-325,100.0,"Function 'ensure_rac_durability' (3 params), 100.0% body match",DELETE_FROM_GENERAL
D604,FUNCTION,general,L5_engines/audit_store.py,_determine_durability_mode():77-100,logs,L6_drivers/audit_store.py,_determine_durability_mode():84-107,100.0,"Function '_determine_durability_mode' (1 params), 100.0% body match",DELETE_FROM_LOGS
D605,FUNCTION,general,L5_engines/audit_store.py,_determine_durability_mode():77-100,logs,L6_drivers/store.py,_determine_durability_mode():83-106,100.0,"Function '_determine_durability_mode' (1 params), 100.0% body match",DELETE_FROM_LOGS
D606,FUNCTION,logs,L6_drivers/audit_store.py,_determine_durability_mode():84-107,logs,L6_drivers/store.py,_determine_durability_mode():83-106,100.0,"Function '_determine_durability_mode' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D607,FUNCTION,general,L5_engines/audit_store.py,get_audit_store():435-448,logs,L6_drivers/audit_store.py,get_audit_store():442-455,100.0,"Function 'get_audit_store' (1 params), 100.0% body match",DELETE_FROM_LOGS
D608,FUNCTION,general,L5_engines/audit_store.py,get_audit_store():435-448,logs,L6_drivers/store.py,get_audit_store():441-454,100.0,"Function 'get_audit_store' (1 params), 100.0% body match",DELETE_FROM_LOGS
D609,FUNCTION,logs,L6_drivers/audit_store.py,get_audit_store():442-455,logs,L6_drivers/store.py,get_audit_store():441-454,100.0,"Function 'get_audit_store' (1 params), 100.0% body match",EXTRACT_TO_GENERAL
D610,FUNCTION,general,L5_engines/compliance_facade.py,get_compliance_facade():505-518,logs,L5_engines/compliance_facade.py,get_compliance_facade():502-515,100.0,"Function 'get_compliance_facade' (0 params), 100.0% body match",DELETE_FROM_LOGS
D611,FUNCTION,general,L5_engines/control_registry.py,get_control_registry():450-455,logs,L5_engines/control_registry.py,get_control_registry():449-454,100.0,"Function 'get_control_registry' (0 params), 100.0% body match",DELETE_FROM_LOGS
D612,FUNCTION,general,L5_engines/fatigue_controller.py,get_alert_fatigue_controller():695-700,policies,L5_engines/fatigue_controller.py,get_alert_fatigue_controller():695-700,100.0,"Function 'get_alert_fatigue_controller' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D613,FUNCTION,general,L5_engines/fatigue_controller.py,_reset_controller():703-708,policies,L5_engines/fatigue_controller.py,_reset_controller():703-708,100.0,"Function '_reset_controller' (0 params), 100.0% body match",DELETE_FROM_POLICIES
D614,FUNCTION,general,L5_engines/fatigue_controller.py,check_alert_fatigue():712-727,policies,L5_engines/fatigue_controller.py,check_alert_fatigue():712-727,100.0,"Function 'check_alert_fatigue' (5 params), 100.0% body match",DELETE_FROM_POLICIES
D615,FUNCTION,general,L5_engines/fatigue_controller.py,suppress_alert():730-743,policies,L5_engines/fatigue_controller.py,suppress_alert():730-743,100.0,"Function 'suppress_alert' (4 params), 100.0% body match",DELETE_FROM_POLICIES
D616,FUNCTION,general,L5_engines/fatigue_controller.py,get_fatigue_stats():746-749,policies,L5_engines/fatigue_controller.py,get_fatigue_stats():746-749,100.0,"Function 'get_fatigue_stats' (1 params), 100.0% body match",DELETE_FROM_POLICIES
D617,FUNCTION,general,L5_engines/lifecycle_facade.py,get_lifecycle_facade():696-709,general,L5_engines/lifecycle/lifecycle_facade.py,get_lifecycle_facade():691-704,100.0,"Function 'get_lifecycle_facade' (0 params), 100.0% body match",DELETE_FROM_GENERAL
D618,FUNCTION,general,L5_engines/monitors_facade.py,get_monitors_facade():528-541,integrations,L5_engines/monitors_facade.py,get_monitors_facade():525-538,100.0,"Function 'get_monitors_facade' (0 params), 100.0% body match",DELETE_FROM_INTEGRATIONS
