domain,method,path,operation_id,summary,tags,auth_required,auth_schemes,request_schema,response_schema
activity,GET,/hoc/api/cus/activity/cost-analysis,get_cost_analysis,Analyze cost anomalies (SIG-O4). READ-ONLY from runs table.,activity,unknown,,,CostAnalysisResponse
activity,GET,/hoc/api/cus/activity/live,list_live_runs,List LIVE runs with policy context.,activity,unknown,,,LiveRunsResponse
activity,GET,/hoc/api/cus/activity/metrics,get_activity_metrics,Get aggregated activity metrics (V2).,activity,unknown,,,MetricsResponse
activity,GET,/hoc/api/cus/activity/patterns,get_patterns,Detect instability patterns (SIG-O3). READ-ONLY from aos_traces/aos_trace_steps.,activity,unknown,,,PatternDetectionResponse
activity,GET,/hoc/api/cus/activity/risk-signals,get_risk_signals,Returns aggregated risk signal counts.,activity,unknown,,,RiskSignalsResponse
activity,GET,/hoc/api/cus/activity/runs,list_runs,List runs with unified query filters. READ-ONLY from v_runs_o2 view.,activity,unknown,,,RunListResponse
activity,GET,/hoc/api/cus/activity/runs,list_runs_facade,,cus-activity-facade,unknown,,,RunsFacadeResponse
activity,GET,/hoc/api/cus/activity/runs/by-dimension,get_runs_by_dimension,[INTERNAL] Get runs grouped by dimension with optional state. NOT FOR PANELS.,activity,unknown,,,DimensionBreakdownResponse
activity,GET,/hoc/api/cus/activity/runs/completed/by-dimension,get_completed_runs_by_dimension,Get COMPLETED runs grouped by dimension. State=COMPLETED is hardcoded.,activity,unknown,,,DimensionBreakdownResponse
activity,GET,/hoc/api/cus/activity/runs/live/by-dimension,get_live_runs_by_dimension,Get LIVE runs grouped by dimension. State=LIVE is hardcoded.,activity,unknown,,,DimensionBreakdownResponse
activity,GET,/hoc/api/cus/activity/runs/{run_id},get_run_detail,Get run detail (O3). Tenant isolation enforced.,activity,unknown,,,RunDetailResponse
activity,GET,/hoc/api/cus/activity/runs/{run_id}/evidence,get_run_evidence,Get run evidence (O4). Preflight console only.,activity,unknown,,,
activity,GET,/hoc/api/cus/activity/runs/{run_id}/proof,get_run_proof,Get run proof (O5). Preflight console only.,activity,unknown,,,
activity,GET,/hoc/api/cus/activity/signals,list_signals,List activity signals (V2 projection).,activity,unknown,,,SignalsResponse
activity,POST,/hoc/api/cus/activity/signals/{signal_fingerprint}/ack,acknowledge_signal,Acknowledge a signal.,activity,unknown,,,SignalAckResponse
activity,POST,/hoc/api/cus/activity/signals/{signal_fingerprint}/suppress,suppress_signal,Suppress a signal temporarily.,activity,unknown,,,SignalSuppressResponse
activity,GET,/hoc/api/cus/activity/summary/by-status,get_summary_by_status,Get run summary by status (COMP-O3). READ-ONLY from v_runs_o2.,activity,unknown,,,StatusSummaryResponse
activity,GET,/hoc/api/cus/activity/threshold-signals,get_threshold_signals,Get threshold proximity signals (V2).,activity,unknown,,,ThresholdSignalsResponse
alerts,GET,/hoc/api/cus/alerts/history,list_history,List alert history (GAP-111).,Alerts,unknown,,,"Dict[str, Any]"
alerts,GET,/hoc/api/cus/alerts/history/{event_id},get_event,Get a specific alert event.,Alerts,unknown,,,"Dict[str, Any]"
alerts,POST,/hoc/api/cus/alerts/history/{event_id}/acknowledge,acknowledge_event,Acknowledge an alert event.,Alerts,unknown,,,"Dict[str, Any]"
alerts,POST,/hoc/api/cus/alerts/history/{event_id}/resolve,resolve_event,Resolve an alert event.,Alerts,unknown,,,"Dict[str, Any]"
alerts,GET,/hoc/api/cus/alerts/routes,list_routes,List alert routes.,Alerts,unknown,,,"Dict[str, Any]"
alerts,POST,/hoc/api/cus/alerts/routes,create_route,Create an alert route (GAP-124).,Alerts,unknown,,,"Dict[str, Any]"
alerts,GET,/hoc/api/cus/alerts/routes/{route_id},get_route,Get a specific alert route.,Alerts,unknown,,,"Dict[str, Any]"
alerts,DELETE,/hoc/api/cus/alerts/routes/{route_id},delete_route,Delete an alert route.,Alerts,unknown,,,"Dict[str, Any]"
alerts,GET,/hoc/api/cus/alerts/rules,list_rules,List alert rules.,Alerts,unknown,,,"Dict[str, Any]"
alerts,POST,/hoc/api/cus/alerts/rules,create_rule,Create an alert rule (GAP-110).,Alerts,unknown,,,"Dict[str, Any]"
alerts,GET,/hoc/api/cus/alerts/rules/{rule_id},get_rule,Get a specific alert rule.,Alerts,unknown,,,"Dict[str, Any]"
alerts,PUT,/hoc/api/cus/alerts/rules/{rule_id},update_rule,Update an alert rule.,Alerts,unknown,,,"Dict[str, Any]"
alerts,DELETE,/hoc/api/cus/alerts/rules/{rule_id},delete_rule,Delete an alert rule.,Alerts,unknown,,,"Dict[str, Any]"
analytics,GET,/hoc/api/cus/analytics/_status,get_analytics_status,Analytics capability probe.,analytics,unknown,,,AnalyticsStatusResponse
analytics,GET,/hoc/api/cus/analytics/health,analytics_health,Internal health check for analytics facade.,analytics,unknown,,,
analytics,GET,/hoc/api/cus/analytics/statistics/cost,get_cost_statistics,Get cost statistics for the specified time window.,analytics,unknown,,,CostStatisticsResponse
analytics,GET,/hoc/api/cus/analytics/statistics/cost/export.csv,export_cost_csv,Export cost statistics as CSV.,analytics,unknown,,,
analytics,GET,/hoc/api/cus/analytics/statistics/cost/export.json,export_cost_json,Export cost statistics as JSON.,analytics,unknown,,,CostStatisticsResponse
analytics,GET,/hoc/api/cus/analytics/statistics/usage,get_usage_statistics,Get usage statistics for the specified time window.,analytics,unknown,,,UsageStatisticsResponse
analytics,GET,/hoc/api/cus/analytics/statistics/usage,get_usage_statistics_public,,cus-analytics-public,unknown,,,AnalyticsUsagePublicResponse
analytics,GET,/hoc/api/cus/analytics/statistics/usage/export.csv,export_usage_csv,Export usage statistics as CSV.,analytics,unknown,,,
analytics,GET,/hoc/api/cus/analytics/statistics/usage/export.json,export_usage_json,Export usage statistics as JSON.,analytics,unknown,,,UsageStatisticsResponse
api-keys,GET,/hoc/api/cus/api-keys,list_api_keys,List API keys. READ-ONLY. Delegates to L4 operation registry.,api-keys,unknown,,,APIKeysListResponse
api-keys,GET,/hoc/api/cus/api-keys/{key_id},get_api_key_detail,Get API key detail (O3). Delegates to L4 operation registry.,api-keys,unknown,,,APIKeyDetailResponse
api_keys,GET,/hoc/api/cus/api_keys/list,list_api_keys_public,,cus-api_keys-public,unknown,,,APIKeysListPublicResponse
compliance,GET,/hoc/api/cus/compliance/reports,list_reports,List compliance reports.,Compliance,unknown,,,"Dict[str, Any]"
compliance,GET,/hoc/api/cus/compliance/reports/{report_id},get_report,Get a specific compliance report.,Compliance,unknown,,,"Dict[str, Any]"
compliance,GET,/hoc/api/cus/compliance/rules,list_rules,List compliance rules.,Compliance,unknown,,,"Dict[str, Any]"
compliance,GET,/hoc/api/cus/compliance/rules/{rule_id},get_rule,Get a specific compliance rule.,Compliance,unknown,,,"Dict[str, Any]"
compliance,GET,/hoc/api/cus/compliance/status,get_compliance_status,Get overall compliance status.,Compliance,unknown,,,"Dict[str, Any]"
compliance,POST,/hoc/api/cus/compliance/verify,verify_compliance,Run compliance verification (GAP-103).,Compliance,unknown,,,"Dict[str, Any]"
connectors,GET,/hoc/api/cus/connectors,list_connectors,List connectors for the tenant.,Connectors,unknown,,,"Dict[str, Any]"
connectors,POST,/hoc/api/cus/connectors,register_connector,Register a new connector.,Connectors,unknown,,,"Dict[str, Any]"
connectors,GET,/hoc/api/cus/connectors/{connector_id},get_connector,Get a specific connector by ID.,Connectors,unknown,,,"Dict[str, Any]"
connectors,PUT,/hoc/api/cus/connectors/{connector_id},update_connector,Update a connector.,Connectors,unknown,,,"Dict[str, Any]"
connectors,DELETE,/hoc/api/cus/connectors/{connector_id},delete_connector,Delete a connector.,Connectors,unknown,,,"Dict[str, Any]"
connectors,POST,/hoc/api/cus/connectors/{connector_id}/test,test_connector,Test a connector connection.,Connectors,unknown,,,"Dict[str, Any]"
controls,GET,/hoc/api/cus/controls,list_controls,List controls (GAP-123).,Controls,unknown,,,"Dict[str, Any]"
controls,GET,/hoc/api/cus/controls/list,list_controls_public,,cus-controls-public,unknown,,,ControlsListResponse
controls,GET,/hoc/api/cus/controls/status,get_status,Get overall control status.,Controls,unknown,,,"Dict[str, Any]"
controls,GET,/hoc/api/cus/controls/{control_id},get_control,Get a specific control.,Controls,unknown,,,"Dict[str, Any]"
controls,PUT,/hoc/api/cus/controls/{control_id},update_control,Update a control.,Controls,unknown,,,"Dict[str, Any]"
controls,POST,/hoc/api/cus/controls/{control_id}/disable,disable_control,Disable a control.,Controls,unknown,,,"Dict[str, Any]"
controls,POST,/hoc/api/cus/controls/{control_id}/enable,enable_control,Enable a control.,Controls,unknown,,,"Dict[str, Any]"
cost,GET,/hoc/api/cus/cost/anomalies,get_anomalies,Get detected cost anomalies.,Cost Intelligence,unknown,,,CostAnomaliesEnvelope
cost,POST,/hoc/api/cus/cost/anomalies/detect,trigger_anomaly_detection,Trigger anomaly detection for this tenant.,Cost Intelligence,unknown,,,AnomalyDetectionResponse
cost,GET,/hoc/api/cus/cost/budgets,list_budgets,List all budgets for the tenant.,Cost Intelligence,unknown,,,List[BudgetResponse]
cost,POST,/hoc/api/cus/cost/budgets,create_or_update_budget,Create or update a budget.,Cost Intelligence,unknown,,,BudgetResponse
cost,GET,/hoc/api/cus/cost/by-feature,get_costs_by_feature,Get cost breakdown by feature tag.,Cost Intelligence,unknown,,,CostByFeatureEnvelope
cost,GET,/hoc/api/cus/cost/by-model,get_costs_by_model,Get cost breakdown by model.,Cost Intelligence,unknown,,,CostByModelEnvelope
cost,GET,/hoc/api/cus/cost/by-user,get_costs_by_user,Get cost breakdown by user with anomaly detection.,Cost Intelligence,unknown,,,CostByUserEnvelope
cost,GET,/hoc/api/cus/cost/dashboard,get_cost_dashboard,Get complete cost dashboard.,Cost Intelligence,unknown,,,CostDashboard
cost,GET,/hoc/api/cus/cost/features,list_feature_tags,List all feature tags for the tenant.,Cost Intelligence,unknown,,,List[FeatureTagResponse]
cost,POST,/hoc/api/cus/cost/features,create_feature_tag,Register a new feature tag.,Cost Intelligence,unknown,,,FeatureTagResponse
cost,PUT,/hoc/api/cus/cost/features/{tag},update_feature_tag,Update a feature tag.,Cost Intelligence,unknown,,,FeatureTagResponse
cost,GET,/hoc/api/cus/cost/projection,get_projection,Get cost projection based on historical data.,Cost Intelligence,unknown,,,CostProjection
cost,POST,/hoc/api/cus/cost/record,record_cost,Record a cost entry.,Cost Intelligence,unknown,,,
cost,GET,/hoc/api/cus/cost/summary,get_cost_summary,Get cost summary for the period.,Cost Intelligence,unknown,,,CostSummary
costsim,GET,/hoc/api/cus/costsim/canary/reports,get_canary_reports,Get recent canary run reports.,costsim,unknown,,,
costsim,POST,/hoc/api/cus/costsim/canary/run,trigger_canary_run,Trigger a canary run on-demand.,costsim,unknown,,,CanaryRunResponse
costsim,GET,/hoc/api/cus/costsim/datasets,list_datasets,List all available reference datasets.,costsim,unknown,,,List[DatasetInfo]
costsim,POST,/hoc/api/cus/costsim/datasets/validate-all,validate_all,Validate V2 against ALL reference datasets.,costsim,unknown,,,
costsim,GET,/hoc/api/cus/costsim/datasets/{dataset_id},get_dataset_info,Get information about a specific dataset.,costsim,unknown,,,
costsim,POST,/hoc/api/cus/costsim/datasets/{dataset_id}/validate,validate_against_dataset,Validate V2 against a specific reference dataset.,costsim,unknown,,,ValidationResultResponse
costsim,GET,/hoc/api/cus/costsim/divergence,get_divergence_report,Get cost divergence report between V1 and V2.,costsim,unknown,,,DivergenceReportResponse
costsim,GET,/hoc/api/cus/costsim/v2/incidents,get_incidents,Get circuit breaker incidents.,costsim,unknown,,,
costsim,POST,/hoc/api/cus/costsim/v2/reset,reset_circuit_breaker,Reset the V2 circuit breaker.,costsim,unknown,,,
costsim,POST,/hoc/api/cus/costsim/v2/simulate,simulate_v2,Run simulation through V2 sandbox.,costsim,unknown,,,SandboxSimulateResponse
costsim,GET,/hoc/api/cus/costsim/v2/status,get_sandbox_status,Get current V2 sandbox status.,costsim,unknown,,,SandboxStatusResponse
customer,POST,/hoc/api/cus/customer/acknowledge,acknowledge_declaration,Acknowledge PRE-RUN declaration.,customer-visibility,unknown,,,AcknowledgementResponse
customer,GET,/hoc/api/cus/customer/declaration/{declaration_id},get_declaration,Retrieve a previously created PRE-RUN declaration.,customer-visibility,unknown,,,PreRunDeclaration
customer,GET,/hoc/api/cus/customer/outcome/{run_id},get_outcome_reconciliation,Get outcome reconciliation after execution.,customer-visibility,unknown,,,OutcomeReconciliation
customer,POST,/hoc/api/cus/customer/pre-run,get_pre_run_declaration,Get PRE-RUN declaration before execution.,customer-visibility,unknown,,,PreRunDeclaration
datasources,GET,/hoc/api/cus/datasources,list_sources,List data sources.,DataSources,unknown,,,"Dict[str, Any]"
datasources,POST,/hoc/api/cus/datasources,create_source,Create a data source (GAP-113).,DataSources,unknown,,,"Dict[str, Any]"
datasources,GET,/hoc/api/cus/datasources/stats,get_statistics,Get data source statistics.,DataSources,unknown,,,"Dict[str, Any]"
datasources,GET,/hoc/api/cus/datasources/{source_id},get_source,Get a specific data source.,DataSources,unknown,,,"Dict[str, Any]"
datasources,PUT,/hoc/api/cus/datasources/{source_id},update_source,Update a data source.,DataSources,unknown,,,"Dict[str, Any]"
datasources,DELETE,/hoc/api/cus/datasources/{source_id},delete_source,Delete a data source.,DataSources,unknown,,,"Dict[str, Any]"
datasources,POST,/hoc/api/cus/datasources/{source_id}/activate,activate_source,Activate a data source.,DataSources,unknown,,,"Dict[str, Any]"
datasources,POST,/hoc/api/cus/datasources/{source_id}/deactivate,deactivate_source,Deactivate a data source.,DataSources,unknown,,,"Dict[str, Any]"
datasources,POST,/hoc/api/cus/datasources/{source_id}/test,test_connection,Test a data source connection.,DataSources,unknown,,,"Dict[str, Any]"
detection,GET,/hoc/api/cus/detection/anomalies,list_anomalies,List anomalies for the tenant.,Detection,unknown,,,"Dict[str, Any]"
detection,GET,/hoc/api/cus/detection/anomalies/{anomaly_id},get_anomaly,Get a specific anomaly by ID.,Detection,unknown,,,"Dict[str, Any]"
detection,POST,/hoc/api/cus/detection/anomalies/{anomaly_id}/acknowledge,acknowledge_anomaly,Acknowledge an anomaly.,Detection,unknown,,,"Dict[str, Any]"
detection,POST,/hoc/api/cus/detection/anomalies/{anomaly_id}/resolve,resolve_anomaly,Resolve an anomaly.,Detection,unknown,,,"Dict[str, Any]"
detection,POST,/hoc/api/cus/detection/run,run_detection,Run anomaly detection on demand (GAP-102).,Detection,unknown,,,"Dict[str, Any]"
detection,GET,/hoc/api/cus/detection/status,get_detection_status,Get detection engine status.,Detection,unknown,,,"Dict[str, Any]"
embedding,DELETE,/hoc/api/cus/embedding/cache,clear_embedding_cache,Clear all embedding cache entries.,embedding,unknown,,,
embedding,GET,/hoc/api/cus/embedding/cache/stats,embedding_cache_stats,Get embedding cache statistics.,embedding,unknown,,,
embedding,POST,/hoc/api/cus/embedding/compose,compose_embedding,Compose an instruction-aware embedding using IAEC v3.0.,embedding,unknown,,,IAECComposeResponse
embedding,GET,/hoc/api/cus/embedding/config,get_embedding_config,Get embedding configuration.,embedding,unknown,,,EmbeddingConfigResponse
embedding,POST,/hoc/api/cus/embedding/decompose,decompose_embedding,Decompose an IAEC embedding back into its constituent slots (v3.0).,embedding,unknown,,,IAECDecomposeResponse
embedding,GET,/hoc/api/cus/embedding/health,embedding_health,Quick health check for embedding subsystem.,embedding,unknown,,,
embedding,POST,/hoc/api/cus/embedding/iaec/check-mismatch,check_mismatch,Check instruction-query semantic compatibility (v3.1).,embedding,unknown,,,
embedding,GET,/hoc/api/cus/embedding/iaec/instructions,get_iaec_instructions,Get available IAEC instruction types and their weights.,embedding,unknown,,,
embedding,GET,/hoc/api/cus/embedding/iaec/segment-info,get_iaec_segment_info,Get IAEC v3.0 segmentation configuration.,embedding,unknown,,,
embedding,GET,/hoc/api/cus/embedding/quota,get_embedding_quota,Get current embedding quota status.,embedding,unknown,,,EmbeddingQuotaResponse
enforcement,POST,/hoc/api/cus/enforcement/batch,batch_enforcement_check,Check enforcement for multiple requests at once.,Customer Enforcement,unknown,,,
enforcement,POST,/hoc/api/cus/enforcement/check,check_enforcement,Check enforcement policy before making an LLM call.,Customer Enforcement,unknown,,,
enforcement,GET,/hoc/api/cus/enforcement/status,get_enforcement_status,Get current enforcement status for an integration.,Customer Enforcement,unknown,,,
evidence,GET,/hoc/api/cus/evidence/chains,list_chains,List evidence chains.,Evidence,unknown,,,"Dict[str, Any]"
evidence,POST,/hoc/api/cus/evidence/chains,create_chain,Create an evidence chain (GAP-104).,Evidence,unknown,,,"Dict[str, Any]"
evidence,GET,/hoc/api/cus/evidence/chains/{chain_id},get_chain,Get a specific evidence chain.,Evidence,unknown,,,"Dict[str, Any]"
evidence,POST,/hoc/api/cus/evidence/chains/{chain_id}/evidence,add_evidence,Add evidence to a chain.,Evidence,unknown,,,"Dict[str, Any]"
evidence,GET,/hoc/api/cus/evidence/chains/{chain_id}/verify,verify_chain,Verify chain integrity.,Evidence,unknown,,,"Dict[str, Any]"
evidence,POST,/hoc/api/cus/evidence/export,create_export,Create evidence export (GAP-105).,Evidence,unknown,,,"Dict[str, Any]"
evidence,GET,/hoc/api/cus/evidence/exports,list_exports,List evidence exports.,Evidence,unknown,,,"Dict[str, Any]"
evidence,GET,/hoc/api/cus/evidence/exports/{export_id},get_export,Get export status.,Evidence,unknown,,,"Dict[str, Any]"
feedback,GET,/hoc/api/cus/feedback,list_feedback,List pattern feedback records (PB-S3).,"feedback,pb-s3,read-only",unknown,,,FeedbackListResponse
feedback,GET,/hoc/api/cus/feedback/stats/summary,get_feedback_stats,Get feedback statistics summary (PB-S3).,"feedback,pb-s3,read-only",unknown,,,
feedback,GET,/hoc/api/cus/feedback/{feedback_id},get_feedback,Get detailed feedback record by ID (PB-S3).,"feedback,pb-s3,read-only",unknown,,,FeedbackDetailResponse
governance,GET,/hoc/api/cus/governance/boot-status,get_boot_status,Get SPINE component health status (GAP-095).,Governance,unknown,,,"Dict[str, Any]"
governance,GET,/hoc/api/cus/governance/conflicts,list_conflicts,List policy conflicts.,Governance,unknown,,,"Dict[str, Any]"
governance,POST,/hoc/api/cus/governance/kill-switch,toggle_kill_switch,Toggle the governance kill switch (GAP-090).,Governance,unknown,,,"Dict[str, Any]"
governance,POST,/hoc/api/cus/governance/mode,set_governance_mode,Set governance mode (GAP-091).,Governance,unknown,,,"Dict[str, Any]"
governance,POST,/hoc/api/cus/governance/resolve-conflict,resolve_conflict,Manually resolve a policy conflict (GAP-092).,Governance,unknown,,,"Dict[str, Any]"
governance,GET,/hoc/api/cus/governance/state,get_governance_state,Get current governance state.,Governance,unknown,,,"Dict[str, Any]"
guard,GET,/hoc/api/cus/guard/costs/explained,get_cost_explained,GET /guard/costs/explained,Guard Cost Visibility,unknown,,,CustomerCostExplainedDTO
guard,GET,/hoc/api/cus/guard/costs/incidents,get_cost_incidents,GET /guard/costs/incidents,Guard Cost Visibility,unknown,,,CustomerCostIncidentListDTO
guard,GET,/hoc/api/cus/guard/costs/summary,get_cost_summary,GET /guard/costs/summary,Guard Cost Visibility,unknown,,,CustomerCostSummaryDTO
guard,GET,/hoc/api/cus/guard/incidents,list_incidents,"List incidents - ""What did you stop for me?""",Guard Console,unknown,,,
guard,POST,/hoc/api/cus/guard/incidents/search,search_incidents,Search incidents with filters - M23 component map spec.,Guard Console,unknown,,,IncidentSearchResponse
guard,GET,/hoc/api/cus/guard/incidents/{incident_id},get_incident_detail,Get incident detail with timeline.,Guard Console,unknown,,,IncidentDetailResponse
guard,POST,/hoc/api/cus/guard/incidents/{incident_id}/acknowledge,acknowledge_incident,Acknowledge an incident.,Guard Console,unknown,,,
guard,POST,/hoc/api/cus/guard/incidents/{incident_id}/export,export_incident_evidence,Export incident as a legal-grade PDF evidence report.,Guard Console,unknown,,,
guard,GET,/hoc/api/cus/guard/incidents/{incident_id}/narrative,get_customer_incident_narrative,GET /guard/incidents/{id}/narrative,Guard Console,unknown,,,CustomerIncidentNarrativeDTO
guard,POST,/hoc/api/cus/guard/incidents/{incident_id}/resolve,resolve_incident,Resolve an incident.,Guard Console,unknown,,,
guard,GET,/hoc/api/cus/guard/incidents/{incident_id}/timeline,get_decision_timeline,Get decision timeline - M23 component map spec.,Guard Console,unknown,,,DecisionTimelineResponse
guard,GET,/hoc/api/cus/guard/keys,list_api_keys,List API keys with status.,Guard Console,unknown,,,
guard,POST,/hoc/api/cus/guard/keys/{key_id}/freeze,freeze_api_key,Freeze an API key.,Guard Console,unknown,,,
guard,POST,/hoc/api/cus/guard/keys/{key_id}/unfreeze,unfreeze_api_key,Unfreeze an API key.,Guard Console,unknown,,,
guard,POST,/hoc/api/cus/guard/killswitch/activate,activate_killswitch,Stop all traffic - Emergency kill switch.,Guard Console,unknown,,,
guard,POST,/hoc/api/cus/guard/killswitch/deactivate,deactivate_killswitch,Resume traffic - Deactivate kill switch.,Guard Console,unknown,,,
guard,GET,/hoc/api/cus/guard/logs,list_logs,List execution logs for customer.,Guard Console - Logs,unknown,,,CustomerLogListResponse
guard,GET,/hoc/api/cus/guard/logs/export,export_logs,Export logs for customer.,Guard Console - Logs,unknown,,,
guard,GET,/hoc/api/cus/guard/logs/{log_id},get_log,Get log detail with execution steps.,Guard Console - Logs,unknown,,,CustomerLogDetail
guard,POST,/hoc/api/cus/guard/onboarding/verify,onboarding_verify,REAL safety verification for onboarding.,Guard Console,unknown,,,OnboardingVerifyResponse
guard,GET,/hoc/api/cus/guard/policies,get_policy_constraints,Get policy constraints for customer.,Guard Console - Policies,unknown,,,CustomerPolicyConstraints
guard,GET,/hoc/api/cus/guard/policies/guardrails/{guardrail_id},get_guardrail_detail,Get guardrail detail.,Guard Console - Policies,unknown,,,CustomerGuardrail
guard,POST,/hoc/api/cus/guard/replay/{call_id},replay_call,Replay a call - Trust builder.,Guard Console,unknown,,,ReplayResult
guard,GET,/hoc/api/cus/guard/settings,get_settings,Get read-only settings.,Guard Console,unknown,,,TenantSettings
guard,GET,/hoc/api/cus/guard/snapshot/today,get_today_snapshot,"Get today's metrics - ""What did it cost/save me?""",Guard Console,unknown,,,TodaySnapshot
guard,GET,/hoc/api/cus/guard/status,get_guard_status,"Get protection status - ""Am I safe right now?""",Guard Console,unknown,,,GuardStatus
incidents,GET,/hoc/api/cus/incidents,list_incidents,List incidents with unified query filters. Tenant-scoped.,incidents,unknown,,,IncidentListResponse
incidents,GET,/hoc/api/cus/incidents/active,list_active_incidents,List ACTIVE incidents. Topic enforced at endpoint boundary.,incidents,unknown,,,IncidentListResponse
incidents,GET,/hoc/api/cus/incidents/by-run/{run_id},get_incidents_for_run,Get all incidents linked to a specific run. Tenant-scoped.,incidents,unknown,,,IncidentsByRunResponse
incidents,GET,/hoc/api/cus/incidents/cost-impact,analyze_cost_impact,Analyze cost impact across incidents. Tenant-scoped.,incidents,unknown,,,CostImpactResponse
incidents,GET,/hoc/api/cus/incidents/historical,list_historical_incidents,List HISTORICAL incidents (resolved beyond retention). Topic enforced.,incidents,unknown,,,IncidentListResponse
incidents,GET,/hoc/api/cus/incidents/historical/cost-trend,get_historical_cost_trend,"Get historical cost trend. Backend-computed, deterministic.",incidents,unknown,,,CostTrendResponse
incidents,GET,/hoc/api/cus/incidents/historical/distribution,get_historical_distribution,"Get historical distribution. Backend-computed, deterministic.",incidents,unknown,,,HistoricalDistributionResponse
incidents,GET,/hoc/api/cus/incidents/historical/trend,get_historical_trend,"Get historical trend. Backend-computed, deterministic.",incidents,unknown,,,HistoricalTrendResponse
incidents,GET,/hoc/api/cus/incidents/list,list_incidents_public,,cus-incidents-public,unknown,,,IncidentsListResponse
incidents,GET,/hoc/api/cus/incidents/metrics,get_incident_metrics,"Get incident metrics. Backend-computed, deterministic.",incidents,unknown,,,IncidentMetricsResponse
incidents,GET,/hoc/api/cus/incidents/patterns,detect_patterns,Detect incident patterns. Tenant-scoped.,incidents,unknown,,,PatternDetectionResponse
incidents,GET,/hoc/api/cus/incidents/recurring,analyze_recurrence,Analyze recurring incident patterns. Tenant-scoped.,incidents,unknown,,,RecurrenceAnalysisResponse
incidents,GET,/hoc/api/cus/incidents/resolved,list_resolved_incidents,List RESOLVED incidents. Topic enforced at endpoint boundary.,incidents,unknown,,,IncidentListResponse
incidents,GET,/hoc/api/cus/incidents/{incident_id},get_incident_detail,Get incident detail (O3). Tenant isolation enforced.,incidents,unknown,,,IncidentDetailResponse
incidents,GET,/hoc/api/cus/incidents/{incident_id}/evidence,get_incident_evidence,Get incident evidence (O4). Preflight console only.,incidents,unknown,,,
incidents,POST,/hoc/api/cus/incidents/{incident_id}/export/evidence,export_evidence,Export incident evidence bundle.,incidents,unknown,,,
