domain,method,path,operation_id,summary,tags,auth_required,auth_schemes,request_schema,response_schema
integration,GET,/hoc/api/cus/integration/stats,get_integration_stats,Get integration loop statistics for the specified period.,integration,unknown,,,IntegrationStatsResponse
integration,GET,/hoc/api/cus/integration/timeline/{incident_id},get_prevention_timeline,Get the prevention timeline for an incident.,integration,unknown,,,PreventionTimelineResponse
lifecycle,GET,/hoc/api/cus/lifecycle/agents,list_agents,List agents (GAP-131).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents,create_agent,Create a new agent (GAP-131).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/agents/{agent_id},get_agent,Get a specific agent (GAP-131).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents/{agent_id}/start,start_agent,Start an agent (GAP-132).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents/{agent_id}/stop,stop_agent,Stop an agent (GAP-132).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/agents/{agent_id}/terminate,terminate_agent,Terminate an agent (GAP-132).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/runs,list_runs,List runs (GAP-133).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs,create_run,Create a new run (GAP-133).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/runs/{run_id},get_run,Get a specific run (GAP-133).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs/{run_id}/cancel,cancel_run,Cancel a run (GAP-136).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs/{run_id}/pause,pause_run,Pause a run (GAP-134).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,POST,/hoc/api/cus/lifecycle/runs/{run_id}/resume,resume_run,Resume a paused run (GAP-135).,Lifecycle,unknown,,,"Dict[str, Any]"
lifecycle,GET,/hoc/api/cus/lifecycle/summary,get_summary,Get lifecycle summary.,Lifecycle,unknown,,,"Dict[str, Any]"
limits,GET,/hoc/api/cus/limits/overrides,list_overrides,List overrides for the tenant.,limits,unknown,,,OverrideListResponse
limits,POST,/hoc/api/cus/limits/overrides,create_override,Request a temporary limit override.,limits,unknown,,,OverrideDetail
limits,DELETE,/hoc/api/cus/limits/overrides/{override_id},cancel_override,Cancel a pending or active override.,limits,unknown,,,OverrideDetail
limits,GET,/hoc/api/cus/limits/overrides/{override_id},get_override,Get override by ID.,limits,unknown,,,OverrideDetail
limits,POST,/hoc/api/cus/limits/simulate,simulate_execution,Simulate an execution against all limits.,limits,unknown,,,SimulateResponse
monitors,GET,/hoc/api/cus/monitors,list_monitors,List monitors.,Monitors,unknown,,,"Dict[str, Any]"
monitors,POST,/hoc/api/cus/monitors,create_monitor,Create a monitor (GAP-121).,Monitors,unknown,,,"Dict[str, Any]"
monitors,GET,/hoc/api/cus/monitors/status,get_status,Get overall monitoring status (GAP-120).,Monitors,unknown,,,"Dict[str, Any]"
monitors,DELETE,/hoc/api/cus/monitors/{monitor_id},delete_monitor,Delete a monitor.,Monitors,unknown,,,"Dict[str, Any]"
monitors,GET,/hoc/api/cus/monitors/{monitor_id},get_monitor,Get a specific monitor.,Monitors,unknown,,,"Dict[str, Any]"
monitors,PUT,/hoc/api/cus/monitors/{monitor_id},update_monitor,Update a monitor.,Monitors,unknown,,,"Dict[str, Any]"
monitors,POST,/hoc/api/cus/monitors/{monitor_id}/check,run_check,Run a health check (GAP-120).,Monitors,unknown,,,"Dict[str, Any]"
monitors,GET,/hoc/api/cus/monitors/{monitor_id}/history,get_history,Get health check history.,Monitors,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications,list_notifications,List notifications for the tenant.,Notifications,unknown,,,"Dict[str, Any]"
notifications,POST,/hoc/api/cus/notifications,send_notification,Send a notification (GAP-109).,Notifications,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications/channels,list_channels,List available notification channels.,Notifications,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications/preferences,get_preferences,Get notification preferences for the current user.,Notifications,unknown,,,"Dict[str, Any]"
notifications,PUT,/hoc/api/cus/notifications/preferences,update_preferences,Update notification preferences for the current user.,Notifications,unknown,,,"Dict[str, Any]"
notifications,GET,/hoc/api/cus/notifications/{notification_id},get_notification,Get a specific notification.,Notifications,unknown,,,"Dict[str, Any]"
notifications,POST,/hoc/api/cus/notifications/{notification_id}/read,mark_as_read,Mark a notification as read.,Notifications,unknown,,,"Dict[str, Any]"
policies,GET,/hoc/api/cus/policies/budgets,list_budget_definitions,List budget definitions (THR-O2). Customer facade.,policies,unknown,,,BudgetsListResponse
policies,GET,/hoc/api/cus/policies/conflicts,list_policy_conflicts,Detect policy conflicts (DFT-O4). Uses PolicyConflictEngine via facade.,policies,unknown,,,ConflictsListResponse
policies,GET,/hoc/api/cus/policies/dependencies,get_policy_dependencies,Get policy dependency graph (DFT-O5). Uses PolicyDependencyEngine via facade.,policies,unknown,,,DependencyGraphResponse
policies,GET,/hoc/api/cus/policies/lessons,list_lessons,List lessons learned (O2). READ-ONLY customer facade.,policies,unknown,,,LessonsListResponse
policies,GET,/hoc/api/cus/policies/lessons/stats,get_lesson_stats,Get lesson statistics (O1). READ-ONLY customer facade.,policies,unknown,,,LessonStatsResponse
policies,GET,/hoc/api/cus/policies/lessons/{lesson_id},get_lesson_detail,Get lesson detail (O3). READ-ONLY customer facade.,policies,unknown,,,LessonDetailResponse
policies,GET,/hoc/api/cus/policies/limits,list_limits,List limits with unified query filters. READ-ONLY.,policies,unknown,,,LimitsListResponse
policies,POST,/hoc/api/cus/policies/limits,create_limit,Create a new policy limit.,policies,unknown,,,LimitDetail
policies,DELETE,/hoc/api/cus/policies/limits/{limit_id},delete_limit,Soft-delete a policy limit.,policies,unknown,,,
policies,GET,/hoc/api/cus/policies/limits/{limit_id},get_limit_detail,Get limit detail (O3). Tenant isolation enforced.,policies,unknown,,,LimitDetailResponse
policies,PUT,/hoc/api/cus/policies/limits/{limit_id},update_limit,Update an existing policy limit.,policies,unknown,,,LimitDetail
policies,GET,/hoc/api/cus/policies/limits/{limit_id}/evidence,get_limit_evidence,Get limit evidence (O4). Preflight console only.,policies,unknown,,,
policies,GET,/hoc/api/cus/policies/limits/{limit_id}/params,get_threshold_params,Get threshold parameters for a limit.,policies,unknown,,,ThresholdParamsResponse
policies,PUT,/hoc/api/cus/policies/limits/{limit_id}/params,set_threshold_params,Set threshold parameters for a limit.,policies,unknown,,,ThresholdParamsResponse
policies,GET,/hoc/api/cus/policies/list,list_policies_public,,cus-policies-public,unknown,,,PoliciesListResponse
policies,GET,/hoc/api/cus/policies/metrics,get_policy_metrics,Get policy metrics (ACT-O5). Customer facade.,policies,unknown,,,PolicyMetricsResponse
policies,GET,/hoc/api/cus/policies/requests,list_policy_requests,List pending policy requests (ACT-O3). Customer facade.,policies,unknown,,,PolicyRequestsListResponse
policies,GET,/hoc/api/cus/policies/rules,list_policy_rules,List policy rules with unified query filters. READ-ONLY.,policies,unknown,,,RulesListResponse
policies,POST,/hoc/api/cus/policies/rules,create_rule,Create a new policy rule.,policies,unknown,,,RuleDetail
policies,GET,/hoc/api/cus/policies/rules/{rule_id},get_policy_rule_detail,Get policy rule detail (O3). Tenant isolation enforced.,policies,unknown,,,PolicyRuleDetailResponse
policies,PUT,/hoc/api/cus/policies/rules/{rule_id},update_rule,Update an existing policy rule.,policies,unknown,,,RuleDetail
policies,GET,/hoc/api/cus/policies/rules/{rule_id}/evidence,get_rule_evidence,Get rule evidence (O4). Preflight console only.,policies,unknown,,,
policies,GET,/hoc/api/cus/policies/state,get_policy_state,Get policy layer state (ACT-O4). Customer facade.,policies,unknown,,,PolicyStateResponse
policies,GET,/hoc/api/cus/policies/violations,list_policy_violations,List policy violations (VIO-O1). Unified customer facade.,policies,unknown,,,ViolationsListResponse
policy-layer,GET,/hoc/api/cus/policy-layer/conflicts,list_conflicts,List policy conflicts.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/conflicts/{conflict_id}/resolve,resolve_conflict,Resolve a policy conflict.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/cooldowns,list_active_cooldowns,List all active cooldowns.,policy-layer,unknown,,,List[CooldownInfo]
policy-layer,DELETE,/hoc/api/cus/policy-layer/cooldowns/{agent_id},clear_cooldowns,Clear cooldowns for an agent.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/dependencies,get_dependency_graph,Get the policy dependency graph.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/dependencies/add,add_dependency_with_dag_check,Add a policy dependency with DAG validation.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/dependencies/dag/validate,validate_dependency_dag,Validate that policy dependencies form a valid DAG.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/dependencies/evaluation-order,get_evaluation_order,Get the topological evaluation order for policies.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/ethical-constraints,list_ethical_constraints,List all ethical constraints.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/evaluate,evaluate_action,Evaluate a proposed action against all applicable policies.,policy-layer,unknown,,,PolicyEvaluationResult
policy-layer,POST,/hoc/api/cus/policy-layer/evaluate/batch,evaluate_batch,Evaluate multiple actions in a single call.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/evaluate/context-aware,evaluate_with_context,Context-aware policy evaluation (GAP 4).,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/lessons,list_lessons,List lessons learned.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/lessons/stats,get_lesson_stats,Get lesson statistics for a tenant.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/lessons/{lesson_id},get_lesson,Get a specific lesson by ID.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/lessons/{lesson_id}/convert,convert_lesson_to_draft,Convert a lesson to a draft policy proposal.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/lessons/{lesson_id}/defer,defer_lesson,Defer a lesson until a future date.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/lessons/{lesson_id}/dismiss,dismiss_lesson,Dismiss a lesson (mark as not actionable).,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/metrics,get_policy_metrics,Get policy engine metrics for the specified time window.,policy-layer,unknown,,,PolicyMetrics
policy-layer,POST,/hoc/api/cus/policy-layer/reload,reload_policies,Hot-reload policies from database.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/risk-ceilings,list_risk_ceilings,List all risk ceilings with current values.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/risk-ceilings/{ceiling_id},get_risk_ceiling,Get a specific risk ceiling with current utilization.,policy-layer,unknown,,,
policy-layer,PATCH,/hoc/api/cus/policy-layer/risk-ceilings/{ceiling_id},update_risk_ceiling,Update a risk ceiling configuration.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/risk-ceilings/{ceiling_id}/reset,reset_risk_ceiling,Reset a risk ceiling's current value to 0.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/safety-rules,list_safety_rules,List all safety rules.,policy-layer,unknown,,,
policy-layer,PATCH,/hoc/api/cus/policy-layer/safety-rules/{rule_id},update_safety_rule,Update a safety rule configuration.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/simulate,simulate_evaluation,Simulate policy evaluation without side effects.,policy-layer,unknown,,,PolicyEvaluationResult
policy-layer,GET,/hoc/api/cus/policy-layer/state,get_policy_state,Get the current state of the policy layer.,policy-layer,unknown,,,PolicyState
policy-layer,POST,/hoc/api/cus/policy-layer/temporal-metrics/prune,prune_temporal_metrics,Prune and compact temporal metric events.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/temporal-metrics/storage-stats,get_temporal_storage_stats,Get storage statistics for temporal metrics.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/temporal-policies,list_temporal_policies,List temporal (sliding window) policies.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/temporal-policies,create_temporal_policy,Create a new temporal policy.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/temporal-policies/{policy_id}/utilization,get_temporal_utilization,Get current utilization for a temporal policy.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/versions,list_policy_versions,List all policy versions.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions,create_policy_version,Create a new policy version snapshot.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions/activate,activate_policy_version,Activate a policy version with pre-activation integrity checks.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/versions/current,get_current_version,Get the currently active policy version.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions/rollback,rollback_to_version,Rollback to a previous policy version.,policy-layer,unknown,,,
policy-layer,POST,/hoc/api/cus/policy-layer/versions/{version_id}/check,check_version_integrity,Run integrity checks on a version without activating.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/versions/{version_id}/provenance,get_version_provenance,Get the provenance (change history) for a policy version.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/violations,list_violations,List policy violations with filtering.,policy-layer,unknown,,,
policy-layer,GET,/hoc/api/cus/policy-layer/violations/{violation_id},get_violation,Get a specific violation by ID.,policy-layer,unknown,,,PolicyViolation
policy-layer,POST,/hoc/api/cus/policy-layer/violations/{violation_id}/acknowledge,acknowledge_violation,Acknowledge a violation (mark as reviewed).,policy-layer,unknown,,,
policy-proposals,GET,/hoc/api/cus/policy-proposals,list_proposals,List policy proposals (PB-S4).,"policy-proposals,pb-s4",unknown,,,ProposalListResponse
policy-proposals,GET,/hoc/api/cus/policy-proposals/stats/summary,get_proposal_stats,Get policy proposal statistics (PB-S4).,"policy-proposals,pb-s4",unknown,,,
policy-proposals,GET,/hoc/api/cus/policy-proposals/{proposal_id},get_proposal,Get detailed policy proposal by ID (PB-S4).,"policy-proposals,pb-s4",unknown,,,ProposalDetailResponse
policy-proposals,POST,/hoc/api/cus/policy-proposals/{proposal_id}/approve,approve_proposal,Approve a policy proposal (PIN-373).,"policy-proposals,pb-s4",unknown,,,ApprovalResponse
policy-proposals,POST,/hoc/api/cus/policy-proposals/{proposal_id}/reject,reject_proposal,Reject a policy proposal (PIN-373).,"policy-proposals,pb-s4",unknown,,,ApprovalResponse
policy-proposals,GET,/hoc/api/cus/policy-proposals/{proposal_id}/versions,list_proposal_versions,List all versions of a policy proposal (PB-S4).,"policy-proposals,pb-s4",unknown,,,list[VersionResponse]
policy,GET,/hoc/api/cus/policy/active,get_active_policies,V2 Facade: What governs execution now?,policy,unknown,,,ActivePoliciesResponse
policy,GET,/hoc/api/cus/policy/active/{policy_id},get_active_policy_detail,V2 Facade: Policy detail for cross-domain navigation.,policy,unknown,,,
policy,POST,/hoc/api/cus/policy/eval,evaluate_policy,Sandbox evaluation of policy for a skill execution.,policy,unknown,,,PolicyEvalResponse
