s_no,source_path,audience,domain,layer,target_path,file_header,docstring,existing_hoc_path,auto_status,audit_status,audit_notes,action
19,app/adapters/platform_eligibility_adapter.py,CUSTOMER,platform,L3,app/houseofcards/customer/platform/facades/platform_eligibility_adapter.py,"# Layer: L3 — Boundary Adapter\n# Product: system-wide (platform health visibility)\n# Temporal:\n#   Trigger: api\n#   Execution: sync\n# Role: Translate L4 PlatformHealthService outputs to API-friendly views\n# Callers: L2 (/platform/health, /platform/capabilities)\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2, L5\n# Reference: PIN-284 (Platform Monitoring System)\n\n""""""\nPlatform Eligibility Adapter (L3)\n\nTranslates L4 PlatformHealthService outputs to Founder-facing API views.","\nPlatform Eligibility Adapter (L3)\n\nTranslates L4 PlatformHealthService outputs to Founder-facing API views.\n\nL4 (PlatformHealthService) → L3 (this adapter) → L2 (platform endpoints)\n\nThe adapter:\n1. Receives health states from L4 (SystemHealth, DomainHealth, CapabilityHealth)\n2. Selects/renames fields for Founder audience\n3. Converts dataclasses to JSON-serializable dicts\n4. Returns views suitable for REST APIs\n\nHARD RULES (from PIN-264):\n- NO infra queries (that's L4's job)\n- NO health computa",,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
20,app/adapters/policy_adapter.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/policy_adapter.py,"# Layer: L3 — Boundary Adapter\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async (delegates to L4)\n# Role: Policy evaluation boundary adapter (L2 → L3 → L4)\n# Callers: policy.py (L2)\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2, L5\n# Reference: PIN-258 Phase F-3 Policy Cluster\n# Contract: PHASE_F_FIX_DESIGN (F-P-RULE-1 to F-P-RULE-5)\n#\n# GOVERNANCE NOTE (F-P-RULE-3):\n# This L3 adapter is TRANSLATION ONLY. No branching, no thresholds,\n# no interpretation. It accepts API requests, normalizes inputs,","\nPolicy Boundary Adapter (L3)\n\nThis adapter sits between L2 (policy.py API) and L4 (policy_command.py).\n\nL2 (API) → L3 (this adapter) → L4 (command) → L5 (workflow execution)\n\nThe adapter:\n1. Receives API requests with execution context\n2. Translates to domain facts\n3. Delegates to L4 commands\n4. Returns results to L2\n\nThis is a thin translation layer - no branching, no thresholds, no interpretation.\n\nReference: PIN-258 Phase F-3 Policy Cluster\n",,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
21,app/adapters/runtime_adapter.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/runtime_adapter.py,"# Layer: L3 — Boundary Adapter (Translation)\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: sync\n# Role: Translate API requests into runtime domain commands\n# Callers: runtime.py (L2)\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2, L5\n# Reference: PIN-258 Phase F-3 Runtime Cluster\n# Contract: PHASE_F_FIX_DESIGN (L3 Adapter Rules)\n#\n# GOVERNANCE NOTE: This L3 adapter is the ONLY thing L2 runtime.py may call.\n# It must NOT import from L5 (workers, execution).\n# It translates API requests into L4 domain commands and returns domain results.",\nRuntime Boundary Adapter (L3)\n\nL3 adapter for runtime API operations. This is the boundary between:\n- L2 (API routes) - callers\n- L4 (Domain commands) - domain decisions\n\nThis adapter:\n1. Receives API requests from L2\n2. Translates them into L4 domain facts\n3. Calls L4 command functions\n4. Returns domain results to L2\n\nIt does NOT:\n- Import from L5 (workers)\n- Execute skills directly\n- Make domain decisions (that's L4's job)\n\nReference: PIN-258 Phase F-3 Runtime Cluster\n,,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
22,app/adapters/serverless/__init__.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/__init__.py,"# Layer: L3 — Boundary Adapters\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: Serverless function adapters\n# Callers: SkillExecutor, WorkflowEngine\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-149, GAP-150 (Serverless Adapters)\n\n""""""\nServerless Adapters (GAP-149, GAP-150)\n\nProvides adapters for serverless function execution:","\nServerless Adapters (GAP-149, GAP-150)\n\nProvides adapters for serverless function execution:\n- AWS Lambda (GAP-149)\n- Google Cloud Functions (GAP-150)\n\nFeatures:\n- Unified interface for function invocation\n- Async and sync invocation modes\n- Response parsing\n- Error handling\n",,NEEDS_CLASSIFICATION,ITERATION_1,HOC version already exists,SKIP_HOC_EXISTS
23,app/adapters/serverless/base.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/serverless_base.py,"# Layer: L3 — Boundary Adapters\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: Base class for serverless adapters\n# Callers: Serverless adapter implementations\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-149, GAP-150\n\n""""""\nServerless Base Adapter\n\nProvides abstract interface for serverless function operations.",\nServerless Base Adapter\n\nProvides abstract interface for serverless function operations.\nAll serverless adapters must implement this interface.\n,,NEEDS_CLASSIFICATION,ITERATION_1,In adapters/ subdir,TRANSFER
24,app/adapters/serverless/cloud_functions_adapter.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/cloud_functions_adapter.py,"# Layer: L3 — Boundary Adapters\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: Google Cloud Functions serverless adapter\n# Callers: SkillExecutor, WorkflowEngine\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-150 (Cloud Functions Serverless Adapter)\n\n""""""\nGoogle Cloud Functions Serverless Adapter (GAP-150)\n\nProvides integration with Google Cloud Functions:",\nGoogle Cloud Functions Serverless Adapter (GAP-150)\n\nProvides integration with Google Cloud Functions:\n- HTTP and event-triggered functions\n- Async invocation via Pub/Sub\n- Response parsing\n- Function management\n,,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
25,app/adapters/serverless/lambda_adapter.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/lambda_adapter.py,"# Layer: L3 — Boundary Adapters\n# AUDIENCE: INTERNAL\n# PHASE: W3\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: AWS Lambda serverless adapter\n# Callers: SkillExecutor, WorkflowEngine\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-149 (AWS Lambda Serverless Adapter)\n\n""""""\nAWS Lambda Serverless Adapter (GAP-149)",\nAWS Lambda Serverless Adapter (GAP-149)\n\nProvides integration with AWS Lambda:\n- Sync and async invocation\n- Payload encoding/decoding\n- Log retrieval\n- Function management\n,,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
26,app/adapters/vector_stores/__init__.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/__init__.py,"# Layer: L3 — Boundary Adapters\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: Vector store adapters for embedding storage and similarity search\n# Callers: RetrievalMediator, IndexingExecutor\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-144, GAP-145, GAP-146 (Vector Store Adapters)\n\n""""""\nVector Store Adapters (GAP-144, GAP-145, GAP-146)\n\nProvides adapters for vector databases:","\nVector Store Adapters (GAP-144, GAP-145, GAP-146)\n\nProvides adapters for vector databases:\n- Pinecone (GAP-144)\n- Weaviate (GAP-145)\n- PGVector (GAP-146)\n\nFeatures:\n- Unified interface for vector operations\n- Batch upsert/query support\n- Metadata filtering\n- Namespace/collection management\n",,NEEDS_CLASSIFICATION,ITERATION_1,HOC version already exists,SKIP_HOC_EXISTS
27,app/adapters/vector_stores/base.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/vector_stores_base.py,"# Layer: L3 — Boundary Adapters\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: Base class for vector store adapters\n# Callers: Vector store adapter implementations\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-144, GAP-145, GAP-146\n\n""""""\nVector Store Base Adapter\n\nProvides abstract interface for vector store operations.",\nVector Store Base Adapter\n\nProvides abstract interface for vector store operations.\nAll vector store adapters must implement this interface.\n,,NEEDS_CLASSIFICATION,ITERATION_1,In adapters/ subdir,TRANSFER
28,app/adapters/vector_stores/pgvector_adapter.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/pgvector_adapter.py,"# Layer: L3 — Boundary Adapters\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: PGVector production adapter\n# Callers: RetrievalMediator, IndexingExecutor\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-146 (PGVector Production Adapter)\n\n""""""\nPGVector Production Adapter (GAP-146)\n\nProvides integration with PostgreSQL pgvector extension:",\nPGVector Production Adapter (GAP-146)\n\nProvides integration with PostgreSQL pgvector extension:\n- Native PostgreSQL integration\n- HNSW and IVFFlat indexes\n- SQL-based metadata filtering\n- Production-ready with connection pooling\n,,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
29,app/adapters/vector_stores/pinecone_adapter.py,CUSTOMER,integrations,L3,app/houseofcards/customer/integrations/facades/pinecone_adapter.py,"# Layer: L3 — Boundary Adapters\n# AUDIENCE: INTERNAL\n# PHASE: W3\n# Product: system-wide\n# Temporal:\n#   Trigger: api\n#   Execution: async\n# Role: Pinecone vector store adapter\n# Callers: RetrievalMediator, IndexingExecutor\n# Allowed Imports: L4, L6\n# Forbidden Imports: L1, L2\n# Reference: GAP-144 (Pinecone Vector Store Adapter)\n\n""""""\nPinecone Vector Store Adapter (GAP-144)",\nPinecone Vector Store Adapter (GAP-144)\n\nProvides integration with Pinecone vector database:\n- Serverless and pod-based indexes\n- Namespace support\n- Metadata filtering\n- Batch operations\n,,NEEDS_CLASSIFICATION,ITERATION_1,L3 Adapter,TRANSFER
